Flight ID,Date,Gliding Club,Region,Scoring Distance (km),Speed (kph),Completed,Vpoints,Hpoints,Dpoints,Bpoints,Total Score
15341,17/09/2022,Cotswold Gliding Club,West Midlands,330,60,TRUE,70,20,400,20,510
3286,18/09/2022,Buckminster Gliding Club,East Midlands,220,50,FALSE,50,30,290,0,370
3572,18/09/2022,Husbands Bosworth Gliding Club,East Midlands,230,50,TRUE,50,10,280,10,350
3631,18/09/2022,Norfolk Gliding Club,East Anglia,620,130,TRUE,120,10,710,20,860
7164,18/09/2022,Lasham Gliding Society,South East,550,110,TRUE,130,30,820,10,990
17369,18/09/2022,London Gliding Club,East Midlands,260,70,TRUE,80,30,140,10,260
21005,18/09/2022,Yorkshire Gliding Club,North West,290,60,TRUE,70,30,220,10,330
2375,19/09/2022,Midland Gliding Club,West Midlands,310,60,TRUE,50,50,310,0,410
15298,19/09/2022,Portmoak Gliding Club,Scotland,480,100,TRUE,120,50,520,0,690
17310,19/09/2022,Midland Gliding Club,West Midlands,470,110,TRUE,110,30,660,0,800
22404,19/09/2022,Dunstable Gliding Club,East Midlands,260,40,FALSE,50,10,200,0,260
25461,19/09/2022,Scottish Gliding Centre,Scotland,480,90,TRUE,90,20,530,10,650
5780,20/09/2022,Devon & Somerset Gliding Club,South West,350,130,TRUE,140,40,390,20,590
9309,20/09/2022,Kent Gliding Club,South East,700,200,TRUE,160,40,1050,10,1260
12166,20/09/2022,Bristol & Gloucestershire Gliding Club,South West,380,80,TRUE,90,40,290,0,420
16807,20/09/2022,Midland Gliding Club,West Midlands,410,70,TRUE,60,50,450,10,570
16908,20/09/2022,Buckminster Gliding Club,East Midlands,720,240,FALSE,260,50,400,0,710
25215,20/09/2022,Lasham Gliding Society,South East,560,110,FALSE,110,30,340,20,500
23947,21/09/2022,Lasham Gliding Society,South East,460,130,TRUE,110,50,350,10,520
7396,22/09/2022,Wolds Gliding Club,East Midlands,360,80,FALSE,90,40,510,20,660
11484,22/09/2022,Buckminster Gliding Club,East Midlands,660,160,TRUE,160,20,390,20,590
19860,22/09/2022,Shalbourne Gliding Club,South East,430,130,TRUE,120,30,490,20,660
20569,23/09/2022,Lasham Gliding Society,South East,400,80,FALSE,90,20,350,20,480
24355,23/09/2022,Norfolk Gliding Club,East Anglia,530,160,TRUE,180,30,710,20,940
474,24/09/2022,Buckminster Gliding Club,East Midlands,210,50,TRUE,50,20,220,0,290
5578,24/09/2022,Portmoak Gliding Club,Scotland,320,100,FALSE,120,10,280,10,420
17875,24/09/2022,Norfolk Gliding Club,East Anglia,610,130,TRUE,140,50,880,20,1090
22681,24/09/2022,London Gliding Club,East Midlands,660,120,TRUE,110,50,600,10,770
23938,24/09/2022,Nympsfield Gliding Club,South West,250,50,TRUE,40,20,350,10,420
9334,25/09/2022,Norfolk Gliding Club,East Anglia,580,120,FALSE,120,10,740,10,880
13625,25/09/2022,Scottish Gliding Centre,Scotland,240,70,FALSE,70,0,170,10,250
16457,25/09/2022,London Gliding Club,East Midlands,520,90,FALSE,80,30,760,0,870
20153,25/09/2022,Shalbourne Gliding Club,South East,460,90,TRUE,80,0,530,20,630
21204,25/09/2022,Norfolk Gliding Club,East Anglia,540,110,FALSE,100,40,750,10,900
6158,26/09/2022,Midland Gliding Club,West Midlands,580,180,TRUE,180,0,820,20,1020
7768,26/09/2022,Shalbourne Gliding Club,South East,350,100,FALSE,90,40,230,20,380
9753,26/09/2022,Cambridge Gliding Centre,East Anglia,520,150,TRUE,170,20,680,0,870
13689,26/09/2022,Yorkshire Gliding Club,North West,330,60,TRUE,60,10,260,20,350
22527,26/09/2022,Buckminster Gliding Club,East Midlands,320,70,TRUE,80,0,400,10,490
1451,27/09/2022,Dunstable Gliding Club,East Midlands,210,40,TRUE,40,30,220,10,300
3695,27/09/2022,Midland Gliding Club,West Midlands,610,180,TRUE,210,40,610,10,870
5314,27/09/2022,Cotswold Gliding Club,West Midlands,480,140,FALSE,140,10,610,10,770
7020,27/09/2022,Talgarth Gliding Club,South Wales,480,100,TRUE,120,0,410,0,530
9999,27/09/2022,Devon & Somerset Gliding Club,South West,650,140,FALSE,130,50,790,20,990
22099,27/09/2022,Yorkshire Gliding Club,North West,540,180,TRUE,190,50,570,10,820
10875,28/09/2022,London Gliding Club,East Midlands,230,70,TRUE,80,20,330,0,430
15594,28/09/2022,Midland Gliding Club,West Midlands,640,180,FALSE,220,30,770,10,1030
652,29/09/2022,London Gliding Club,East Midlands,260,90,TRUE,110,50,360,0,520
6888,29/09/2022,Midland Gliding Club,West Midlands,440,120,TRUE,120,20,320,0,460
1675,30/09/2022,Gransden Lodge Gliding Club,East Anglia,410,80,TRUE,80,30,210,0,320
10187,30/09/2022,London Gliding Club,East Midlands,650,110,TRUE,120,0,500,10,630
17519,30/09/2022,Cambridge Gliding Centre,East Anglia,430,120,TRUE,130,10,460,10,610
8989,01/10/2022,Midland Gliding Club,West Midlands,360,90,TRUE,100,40,340,10,490
22103,01/10/2022,Lasham Gliding Society,South East,270,90,TRUE,90,10,150,10,260
23800,01/10/2022,Shalbourne Gliding Club,South East,120,40,TRUE,40,10,170,0,220
12547,02/10/2022,London Gliding Club,East Midlands,390,100,FALSE,80,20,360,10,470
15062,02/10/2022,Bristol & Gloucestershire Gliding Club,South West,390,140,FALSE,150,30,530,10,720
18846,02/10/2022,Shalbourne Gliding Club,South East,250,80,TRUE,70,40,240,10,360
18951,02/10/2022,Nympsfield Gliding Club,South West,350,100,TRUE,90,0,330,10,430
22507,02/10/2022,Buckminster Gliding Club,East Midlands,350,90,FALSE,80,50,430,20,580
22995,02/10/2022,Devon & Somerset Gliding Club,South West,180,70,TRUE,80,0,260,20,360
25511,02/10/2022,Buckminster Gliding Club,East Midlands,240,120,TRUE,140,30,350,20,540
5190,03/10/2022,Gransden Lodge Gliding Club,East Anglia,220,60,TRUE,70,30,320,20,440
9840,03/10/2022,Nympsfield Gliding Club,South West,270,100,TRUE,100,30,240,0,370
16589,03/10/2022,London Gliding Club,East Midlands,230,110,TRUE,110,30,340,0,480
1415,04/10/2022,London Gliding Club,East Midlands,290,120,TRUE,100,0,280,0,380
3284,04/10/2022,Portmoak Gliding Club,Scotland,100,30,FALSE,30,40,70,10,150
7286,04/10/2022,Lasham Gliding Society,South East,180,50,TRUE,50,40,190,0,280
19611,04/10/2022,Yorkshire Gliding Club,North West,280,100,FALSE,100,30,350,10,490
2085,05/10/2022,London Gliding Club,East Midlands,200,60,TRUE,60,30,130,20,240
7873,05/10/2022,Scottish Gliding Centre,Scotland,270,90,TRUE,90,50,220,20,380
17203,05/10/2022,Dunstable Gliding Club,East Midlands,270,90,TRUE,80,20,160,0,260
18749,05/10/2022,Portmoak Gliding Club,Scotland,220,60,FALSE,70,30,260,20,380
725,06/10/2022,Yorkshire Gliding Club,North West,350,100,TRUE,80,0,240,20,340
1920,06/10/2022,Yorkshire Gliding Club,North West,310,150,FALSE,160,20,250,20,450
7840,06/10/2022,Shalbourne Gliding Club,South East,210,60,FALSE,70,20,300,20,410
12696,06/10/2022,Cambridge Gliding Centre,East Anglia,270,80,TRUE,80,0,240,0,320
15244,06/10/2022,London Gliding Club,East Midlands,330,140,FALSE,150,20,420,10,600
19184,06/10/2022,Midland Gliding Club,West Midlands,110,40,TRUE,40,40,130,20,230
19339,06/10/2022,Yorkshire Gliding Club,North West,300,120,FALSE,130,40,190,10,370
1821,07/10/2022,Talgarth Gliding Club,South Wales,190,70,FALSE,80,20,210,10,320
3194,07/10/2022,Cotswold Gliding Club,West Midlands,190,90,FALSE,100,40,100,0,240
5251,07/10/2022,Lasham Gliding Society,South East,100,40,TRUE,50,20,120,20,210
8548,07/10/2022,Lasham Gliding Society,South East,180,80,TRUE,90,40,150,20,300
9856,07/10/2022,Midland Gliding Club,West Midlands,210,100,TRUE,100,20,230,0,350
10998,07/10/2022,Midland Gliding Club,West Midlands,230,70,FALSE,60,10,240,20,330
13143,07/10/2022,London Gliding Club,East Midlands,200,50,FALSE,50,40,280,20,390
15306,07/10/2022,Shalbourne Gliding Club,South East,110,30,FALSE,30,20,60,0,110
17939,07/10/2022,London Gliding Club,East Midlands,280,110,FALSE,110,10,170,10,300
19625,07/10/2022,Norfolk Gliding Club,East Anglia,120,40,TRUE,40,50,90,0,180
1086,08/10/2022,Yorkshire Gliding Club,North West,260,90,TRUE,80,40,330,20,470
4425,08/10/2022,Buckminster Gliding Club,East Midlands,260,110,FALSE,100,20,260,10,390
5188,08/10/2022,Yorkshire Gliding Club,North West,100,30,FALSE,30,10,150,0,190
5615,08/10/2022,Midland Gliding Club,West Midlands,260,130,FALSE,110,30,340,20,500
12083,08/10/2022,Lasham Gliding Society,South East,130,50,FALSE,50,10,80,20,160
12375,08/10/2022,London Gliding Club,East Midlands,140,50,FALSE,50,40,150,10,250
18068,08/10/2022,Bristol & Gloucestershire Gliding Club,South West,300,110,FALSE,90,20,170,10,290
18705,08/10/2022,Yorkshire Gliding Club,North West,360,100,FALSE,100,10,190,20,320
19845,08/10/2022,Wolds Gliding Club,East Midlands,340,130,TRUE,140,30,300,10,480
25841,09/10/2022,Yorkshire Gliding Club,North West,200,70,TRUE,70,50,100,0,220
4145,10/10/2022,Lasham Gliding Society,South East,220,90,TRUE,90,30,110,10,240
5787,10/10/2022,Lasham Gliding Society,South East,330,120,FALSE,100,50,390,0,540
12407,10/10/2022,London Gliding Club,East Midlands,250,80,TRUE,80,30,220,0,330
19541,10/10/2022,Midland Gliding Club,West Midlands,130,60,FALSE,60,40,190,20,310
20352,10/10/2022,Scottish Gliding Centre,Scotland,190,50,FALSE,50,40,230,20,340
9653,11/10/2022,Cotswold Gliding Club,West Midlands,170,50,TRUE,50,10,190,0,250
14251,11/10/2022,Lasham Gliding Society,South East,330,120,TRUE,100,30,210,20,360
21136,11/10/2022,Portmoak Gliding Club,Scotland,290,110,FALSE,110,40,380,0,530
758,12/10/2022,Nympsfield Gliding Club,South West,200,90,FALSE,100,30,210,10,350
6928,12/10/2022,Buckminster Gliding Club,East Midlands,360,100,TRUE,110,10,350,10,480
7997,12/10/2022,Dunstable Gliding Club,East Midlands,220,90,FALSE,100,40,120,10,270
10774,12/10/2022,Shalbourne Gliding Club,South East,250,70,TRUE,70,40,370,20,500
15586,12/10/2022,London Gliding Club,East Midlands,170,70,TRUE,60,10,210,10,290
16614,12/10/2022,Shalbourne Gliding Club,South East,350,100,FALSE,100,10,350,20,480
7075,13/10/2022,London Gliding Club,East Midlands,340,100,TRUE,90,40,190,10,330
18045,13/10/2022,Portmoak Gliding Club,Scotland,310,120,TRUE,110,30,280,20,440
18628,13/10/2022,Midland Gliding Club,West Midlands,170,50,TRUE,50,0,130,10,190
19657,13/10/2022,Cambridge Gliding Centre,East Anglia,250,80,FALSE,70,40,240,20,370
21919,13/10/2022,Buckminster Gliding Club,East Midlands,170,50,TRUE,40,40,240,10,330
23257,13/10/2022,Yorkshire Gliding Club,North West,210,80,FALSE,70,20,140,10,240
23648,13/10/2022,London Gliding Club,East Midlands,200,60,FALSE,60,10,110,10,190
2145,14/10/2022,Yorkshire Gliding Club,North West,290,100,TRUE,110,20,390,10,530
2931,14/10/2022,Yorkshire Gliding Club,North West,270,90,TRUE,80,50,190,0,320
3781,14/10/2022,Yorkshire Gliding Club,North West,170,50,TRUE,60,40,180,10,290
5585,14/10/2022,Scottish Gliding Centre,Scotland,310,90,TRUE,80,10,320,0,410
11652,14/10/2022,Portmoak Gliding Club,Scotland,220,60,FALSE,60,40,210,10,320
13416,14/10/2022,Scottish Gliding Centre,Scotland,320,80,FALSE,70,20,450,20,560
16558,14/10/2022,Norfolk Gliding Club,East Anglia,330,100,TRUE,110,40,370,0,520
17047,14/10/2022,Midland Gliding Club,West Midlands,100,50,FALSE,50,30,70,0,150
23822,14/10/2022,London Gliding Club,East Midlands,260,70,FALSE,60,40,140,10,250
8175,15/10/2022,Portmoak Gliding Club,Scotland,90,40,TRUE,40,40,110,10,200
8910,15/10/2022,Husbands Bosworth Gliding Club,East Midlands,340,90,TRUE,90,20,320,10,440
14258,15/10/2022,Portmoak Gliding Club,Scotland,100,30,TRUE,30,0,70,10,110
21424,15/10/2022,Norfolk Gliding Club,East Anglia,380,160,FALSE,180,30,500,10,720
5416,16/10/2022,Portmoak Gliding Club,Scotland,100,50,FALSE,60,0,100,20,180
13262,16/10/2022,Cambridge Gliding Centre,East Anglia,210,60,TRUE,60,30,200,10,300
15772,16/10/2022,Buckminster Gliding Club,East Midlands,210,70,FALSE,60,30,300,10,400
20624,16/10/2022,London Gliding Club,East Midlands,210,60,FALSE,70,0,240,0,310
10680,17/10/2022,Wolds Gliding Club,East Midlands,330,120,FALSE,140,10,340,20,510
15987,17/10/2022,Cotswold Gliding Club,West Midlands,210,50,FALSE,40,0,120,20,180
21715,17/10/2022,Bristol & Gloucestershire Gliding Club,South West,130,30,TRUE,30,20,120,10,180
22213,17/10/2022,Husbands Bosworth Gliding Club,East Midlands,180,50,FALSE,50,0,220,0,270
24409,17/10/2022,Buckminster Gliding Club,East Midlands,310,120,TRUE,110,30,230,20,390
25507,17/10/2022,Cotswold Gliding Club,West Midlands,110,40,TRUE,40,0,120,20,180
6869,18/10/2022,London Gliding Club,East Midlands,120,30,TRUE,30,0,170,10,210
8681,18/10/2022,Portmoak Gliding Club,Scotland,320,110,TRUE,100,30,190,20,340
10890,18/10/2022,Devon & Somerset Gliding Club,South West,370,110,TRUE,90,0,390,10,490
19127,18/10/2022,Devon & Somerset Gliding Club,South West,150,50,FALSE,50,20,190,0,260
23561,18/10/2022,Shalbourne Gliding Club,South East,230,110,FALSE,100,10,120,0,230
24361,18/10/2022,Kent Gliding Club,South East,340,170,FALSE,190,0,200,20,410
1890,19/10/2022,Bristol & Gloucestershire Gliding Club,South West,360,90,TRUE,110,10,380,20,520
3443,19/10/2022,Scottish Gliding Centre,Scotland,160,70,FALSE,80,40,190,20,330
11025,19/10/2022,Lasham Gliding Society,South East,300,90,TRUE,100,10,400,20,530
13709,19/10/2022,Gransden Lodge Gliding Club,East Anglia,320,100,FALSE,90,30,350,10,480
18356,19/10/2022,Lasham Gliding Society,South East,330,100,FALSE,90,30,410,10,540
21818,19/10/2022,London Gliding Club,East Midlands,110,40,TRUE,40,50,130,20,240
23054,19/10/2022,London Gliding Club,East Midlands,270,80,FALSE,80,10,210,10,310
1162,20/10/2022,Lasham Gliding Society,South East,130,40,TRUE,40,10,160,20,230
1394,20/10/2022,Shalbourne Gliding Club,South East,230,110,TRUE,130,40,320,10,500
1716,20/10/2022,Cambridge Gliding Centre,East Anglia,310,100,TRUE,90,40,390,10,530
9121,20/10/2022,Portmoak Gliding Club,Scotland,200,90,FALSE,90,40,160,0,290
12742,20/10/2022,Portmoak Gliding Club,Scotland,250,100,FALSE,110,0,330,10,450
12938,20/10/2022,Buckminster Gliding Club,East Midlands,220,60,FALSE,70,20,320,20,430
14861,20/10/2022,Midland Gliding Club,West Midlands,140,50,TRUE,60,0,110,10,180
18423,20/10/2022,Scottish Gliding Centre,Scotland,90,30,FALSE,30,10,110,20,170
18949,20/10/2022,Lasham Gliding Society,South East,250,120,TRUE,120,10,230,0,360
22284,20/10/2022,Portmoak Gliding Club,Scotland,320,100,FALSE,110,20,320,0,450
2481,21/10/2022,Shalbourne Gliding Club,South East,170,40,TRUE,40,40,240,20,340
2640,21/10/2022,Lasham Gliding Society,South East,280,110,TRUE,100,0,260,10,370
8291,21/10/2022,Lasham Gliding Society,South East,360,120,FALSE,130,10,290,10,440
9283,21/10/2022,Cambridge Gliding Centre,East Anglia,340,160,TRUE,170,40,310,10,530
13719,21/10/2022,Yorkshire Gliding Club,North West,180,90,FALSE,110,50,260,0,420
17161,21/10/2022,Cotswold Gliding Club,West Midlands,380,180,TRUE,160,30,540,10,740
5660,22/10/2022,Yorkshire Gliding Club,North West,250,70,FALSE,80,50,240,20,390
8713,22/10/2022,Yorkshire Gliding Club,North West,110,40,FALSE,40,20,150,10,220
18199,22/10/2022,Gransden Lodge Gliding Club,East Anglia,140,40,TRUE,50,10,110,10,180
20589,22/10/2022,Norfolk Gliding Club,East Anglia,180,60,TRUE,50,40,190,10,290
631,23/10/2022,Husbands Bosworth Gliding Club,East Midlands,200,80,TRUE,80,40,150,10,280
1983,23/10/2022,Lasham Gliding Society,South East,270,80,FALSE,90,30,190,10,320
8131,23/10/2022,Devon & Somerset Gliding Club,South West,200,60,FALSE,70,50,180,10,310
25683,23/10/2022,Norfolk Gliding Club,East Anglia,190,70,FALSE,70,20,210,10,310
249,24/10/2022,Buckminster Gliding Club,East Midlands,130,50,FALSE,40,20,70,20,150
2176,24/10/2022,London Gliding Club,East Midlands,210,100,FALSE,90,0,180,0,270
4657,24/10/2022,Norfolk Gliding Club,East Anglia,350,140,TRUE,120,20,300,10,450
9328,24/10/2022,Nympsfield Gliding Club,South West,390,190,TRUE,190,20,360,10,580
11572,24/10/2022,Lasham Gliding Society,South East,180,50,TRUE,60,40,260,0,360
17672,24/10/2022,London Gliding Club,East Midlands,370,120,FALSE,110,20,520,20,670
18581,24/10/2022,Cambridge Gliding Centre,East Anglia,270,90,FALSE,70,10,180,20,280
21758,24/10/2022,Husbands Bosworth Gliding Club,East Midlands,180,60,TRUE,60,0,240,10,310
1281,25/10/2022,Scottish Gliding Centre,Scotland,270,70,FALSE,70,10,200,0,280
8908,25/10/2022,Midland Gliding Club,West Midlands,390,130,FALSE,150,10,360,10,530
13723,25/10/2022,Yorkshire Gliding Club,North West,300,100,FALSE,120,10,400,10,540
19297,25/10/2022,Lasham Gliding Society,South East,320,130,TRUE,130,30,480,0,640
11008,26/10/2022,Shalbourne Gliding Club,South East,190,70,TRUE,60,50,260,10,380
15791,26/10/2022,Bristol & Gloucestershire Gliding Club,South West,210,60,FALSE,70,30,290,0,390
16995,26/10/2022,Lasham Gliding Society,South East,360,120,FALSE,120,20,230,10,380
19913,26/10/2022,Yorkshire Gliding Club,North West,320,150,FALSE,140,50,190,10,390
11222,27/10/2022,Shalbourne Gliding Club,South East,180,60,FALSE,60,20,100,10,190
12775,27/10/2022,Cambridge Gliding Centre,East Anglia,380,130,TRUE,120,40,260,10,430
18426,27/10/2022,Kent Gliding Club,South East,410,160,TRUE,190,10,290,10,500
9362,28/10/2022,Yorkshire Gliding Club,North West,310,150,TRUE,140,10,320,20,490
13630,28/10/2022,Bristol & Gloucestershire Gliding Club,South West,230,80,TRUE,100,30,320,10,460
19041,28/10/2022,Dunstable Gliding Club,East Midlands,250,70,FALSE,60,20,370,20,470
6354,29/10/2022,Yorkshire Gliding Club,North West,280,120,TRUE,140,40,260,0,440
8074,29/10/2022,Portmoak Gliding Club,Scotland,140,40,TRUE,50,10,160,10,230
8699,29/10/2022,Cambridge Gliding Centre,East Anglia,150,70,FALSE,70,30,220,0,320
9460,29/10/2022,London Gliding Club,East Midlands,200,70,FALSE,80,20,250,10,360
20526,29/10/2022,Midland Gliding Club,West Midlands,300,90,TRUE,90,20,210,10,330
21735,29/10/2022,Scottish Gliding Centre,Scotland,320,100,FALSE,90,50,210,0,350
22973,29/10/2022,Portmoak Gliding Club,Scotland,150,40,FALSE,40,40,120,0,200
871,30/10/2022,Cambridge Gliding Centre,East Anglia,300,110,FALSE,110,20,340,0,470
3968,30/10/2022,Cambridge Gliding Centre,East Anglia,390,150,TRUE,160,20,320,10,510
9741,30/10/2022,Midland Gliding Club,West Midlands,190,50,FALSE,40,10,280,10,340
10406,30/10/2022,Norfolk Gliding Club,East Anglia,190,70,TRUE,60,30,100,10,200
14084,30/10/2022,Buckminster Gliding Club,East Midlands,130,40,FALSE,40,30,170,0,240
12295,31/10/2022,London Gliding Club,East Midlands,370,130,TRUE,120,40,350,10,520
12822,31/10/2022,Shalbourne Gliding Club,South East,160,60,FALSE,50,0,180,10,240
14462,31/10/2022,Portmoak Gliding Club,Scotland,170,70,TRUE,60,40,120,20,240
21434,31/10/2022,Kent Gliding Club,South East,430,120,FALSE,140,40,520,20,720
24477,31/10/2022,Lasham Gliding Society,South East,370,160,TRUE,160,30,490,10,690
292,01/11/2022,Kent Gliding Club,South East,400,160,TRUE,140,10,310,10,470
1961,01/11/2022,Buckminster Gliding Club,East Midlands,290,130,TRUE,130,30,150,10,320
2094,01/11/2022,Midland Gliding Club,West Midlands,140,40,FALSE,40,40,110,0,190
11021,01/11/2022,London Gliding Club,East Midlands,300,90,FALSE,80,10,390,0,480
7552,02/11/2022,Devon & Somerset Gliding Club,South West,300,130,FALSE,140,0,390,0,530
9794,02/11/2022,Shalbourne Gliding Club,South East,330,100,FALSE,120,30,280,10,440
15276,02/11/2022,Portmoak Gliding Club,Scotland,340,150,FALSE,140,30,410,20,600
17154,02/11/2022,Lasham Gliding Society,South East,290,70,TRUE,80,50,400,20,550
18470,02/11/2022,Lasham Gliding Society,South East,260,70,TRUE,80,40,140,10,270
25788,02/11/2022,Dunstable Gliding Club,East Midlands,260,70,TRUE,60,30,150,10,250
1725,03/11/2022,Dunstable Gliding Club,East Midlands,310,140,FALSE,120,50,440,0,610
7681,03/11/2022,Nympsfield Gliding Club,South West,290,100,FALSE,80,10,420,10,520
8452,03/11/2022,Buckminster Gliding Club,East Midlands,240,110,FALSE,110,50,300,10,470
12348,03/11/2022,London Gliding Club,East Midlands,330,130,TRUE,150,50,420,10,630
12503,03/11/2022,Devon & Somerset Gliding Club,South West,290,80,TRUE,90,30,330,10,460
13444,03/11/2022,Gransden Lodge Gliding Club,East Anglia,240,70,TRUE,60,50,200,10,320
14365,03/11/2022,Devon & Somerset Gliding Club,South West,210,110,FALSE,110,10,300,10,430
15293,03/11/2022,Portmoak Gliding Club,Scotland,280,100,FALSE,110,40,280,0,430
23307,03/11/2022,London Gliding Club,East Midlands,100,40,FALSE,50,40,140,10,240
23856,03/11/2022,Yorkshire Gliding Club,North West,130,30,FALSE,30,40,100,20,190
24128,03/11/2022,London Gliding Club,East Midlands,130,50,FALSE,50,40,190,20,300
8774,04/11/2022,Husbands Bosworth Gliding Club,East Midlands,140,40,FALSE,40,50,170,20,280
11316,04/11/2022,Portmoak Gliding Club,Scotland,320,110,FALSE,120,30,460,0,610
20784,04/11/2022,Wolds Gliding Club,East Midlands,290,70,TRUE,70,30,160,20,280
13532,05/11/2022,Midland Gliding Club,West Midlands,300,90,FALSE,90,10,230,0,330
5882,06/11/2022,Shalbourne Gliding Club,South East,180,50,FALSE,40,0,170,10,220
7093,06/11/2022,Devon & Somerset Gliding Club,South West,220,70,FALSE,80,40,210,0,330
9643,06/11/2022,Norfolk Gliding Club,East Anglia,350,110,TRUE,130,20,480,10,640
12362,06/11/2022,Lasham Gliding Society,South East,330,90,TRUE,90,20,310,10,430
14028,06/11/2022,Midland Gliding Club,West Midlands,400,150,TRUE,130,50,520,10,710
19165,06/11/2022,Cambridge Gliding Centre,East Anglia,250,100,TRUE,80,20,210,10,320
22370,06/11/2022,London Gliding Club,East Midlands,380,120,FALSE,120,20,410,0,550
315,07/11/2022,Talgarth Gliding Club,South Wales,360,110,FALSE,100,30,460,20,610
557,07/11/2022,Portmoak Gliding Club,Scotland,270,110,FALSE,120,50,260,10,440
2966,07/11/2022,Cambridge Gliding Centre,East Anglia,150,60,FALSE,70,30,100,10,210
12227,07/11/2022,Yorkshire Gliding Club,North West,240,110,TRUE,120,50,140,20,330
21760,07/11/2022,Buckminster Gliding Club,East Midlands,320,90,FALSE,110,10,200,10,330
22026,07/11/2022,Midland Gliding Club,West Midlands,320,90,TRUE,90,20,250,10,370
17223,08/11/2022,Cambridge Gliding Centre,East Anglia,390,130,TRUE,130,40,280,10,460
17446,08/11/2022,Buckminster Gliding Club,East Midlands,400,190,TRUE,190,30,520,20,760
23003,08/11/2022,Buckminster Gliding Club,East Midlands,370,130,TRUE,130,10,320,20,480
24301,08/11/2022,Lasham Gliding Society,South East,230,80,TRUE,70,40,220,10,340
3167,09/11/2022,Norfolk Gliding Club,East Anglia,350,100,TRUE,80,10,310,20,420
11051,09/11/2022,Talgarth Gliding Club,South Wales,320,140,TRUE,170,50,210,10,440
14376,09/11/2022,Gransden Lodge Gliding Club,East Anglia,130,50,TRUE,50,20,160,20,250
19489,09/11/2022,Midland Gliding Club,West Midlands,170,60,TRUE,50,10,160,20,240
25293,09/11/2022,Buckminster Gliding Club,East Midlands,200,50,TRUE,50,20,250,10,330
7256,10/11/2022,Cambridge Gliding Centre,East Anglia,210,60,FALSE,60,30,290,20,400
11760,10/11/2022,London Gliding Club,East Midlands,270,70,FALSE,70,20,400,0,490
12315,10/11/2022,Devon & Somerset Gliding Club,South West,330,130,FALSE,110,20,350,10,490
14338,10/11/2022,London Gliding Club,East Midlands,100,30,FALSE,30,50,60,10,150
15555,10/11/2022,Buckminster Gliding Club,East Midlands,290,80,FALSE,80,20,400,0,500
16789,10/11/2022,Buckminster Gliding Club,East Midlands,390,190,TRUE,190,40,300,10,540
16985,10/11/2022,Lasham Gliding Society,South East,130,50,FALSE,50,10,140,10,210
22671,10/11/2022,Wolds Gliding Club,East Midlands,170,50,TRUE,50,50,220,10,330
14852,11/11/2022,Norfolk Gliding Club,East Anglia,340,120,FALSE,130,0,390,20,540
22814,11/11/2022,Lasham Gliding Society,South East,310,140,FALSE,150,10,450,10,620
13099,12/11/2022,Cotswold Gliding Club,West Midlands,310,80,TRUE,70,10,400,20,500
846,13/11/2022,Husbands Bosworth Gliding Club,East Midlands,230,80,FALSE,90,20,200,10,320
3141,13/11/2022,Bristol & Gloucestershire Gliding Club,South West,350,110,TRUE,130,30,320,10,490
3515,13/11/2022,Yorkshire Gliding Club,North West,100,30,TRUE,30,10,130,10,180
8428,13/11/2022,Midland Gliding Club,West Midlands,180,50,FALSE,50,30,120,10,210
15458,13/11/2022,Cambridge Gliding Centre,East Anglia,100,30,FALSE,30,0,60,0,90
17787,13/11/2022,London Gliding Club,East Midlands,140,40,TRUE,40,30,140,10,220
24258,13/11/2022,Talgarth Gliding Club,South Wales,250,90,TRUE,80,20,320,0,420
1544,14/11/2022,Midland Gliding Club,West Midlands,390,110,TRUE,120,30,400,10,560
3288,14/11/2022,Bristol & Gloucestershire Gliding Club,South West,280,90,FALSE,100,30,240,10,380
4217,14/11/2022,Devon & Somerset Gliding Club,South West,370,170,FALSE,140,10,450,10,610
15650,14/11/2022,Midland Gliding Club,West Midlands,170,60,FALSE,50,20,150,10,230
2084,15/11/2022,Norfolk Gliding Club,East Anglia,320,110,FALSE,90,10,350,10,460
2508,15/11/2022,Shalbourne Gliding Club,South East,360,150,FALSE,180,40,310,0,530
4778,15/11/2022,Scottish Gliding Centre,Scotland,90,40,FALSE,40,30,120,10,200
8206,15/11/2022,Buckminster Gliding Club,East Midlands,200,60,TRUE,60,40,210,10,320
14563,15/11/2022,Buckminster Gliding Club,East Midlands,370,160,TRUE,170,40,450,20,680
21608,15/11/2022,Midland Gliding Club,West Midlands,370,150,TRUE,140,40,430,0,610
24101,15/11/2022,Lasham Gliding Society,South East,290,120,FALSE,100,30,400,0,530
6607,16/11/2022,Buckminster Gliding Club,East Midlands,210,60,TRUE,70,40,180,20,310
18930,16/11/2022,Lasham Gliding Society,South East,350,120,FALSE,100,40,340,10,490
6500,17/11/2022,Portmoak Gliding Club,Scotland,250,70,FALSE,60,30,300,0,390
11784,17/11/2022,Cambridge Gliding Centre,East Anglia,140,40,TRUE,40,30,180,10,260
12116,17/11/2022,Portmoak Gliding Club,Scotland,120,30,FALSE,30,40,100,10,180
15162,17/11/2022,London Gliding Club,East Midlands,130,40,TRUE,40,0,180,10,230
3878,18/11/2022,Lasham Gliding Society,South East,290,100,TRUE,90,10,190,0,290
18635,18/11/2022,Husbands Bosworth Gliding Club,East Midlands,340,90,TRUE,90,50,340,20,500
